,Word,Frequency
4187,"Yes, you can",1
4188,can buy coffee,1
4189,buy coffee with,1
4190,coffee with bitcoin.,1
4191,with bitcoin. https://t.co/V0A2bg3VYj,1
4192,#Bitcoin short term,1
4193,short term holders,1
4194,term holders capitulated,1
4195,holders capitulated yesterday.,1
4196,capitulated yesterday. They,1
4197,yesterday. They took,1
4198,They took losses,1
4199,took losses on,1
4200,losses on par,1
4201,on par with,1
4202,par with all,1
4203,with all the,1
4204,all the major,1
4205,the major drawdowns,1
4206,major drawdowns in,1
4207,drawdowns in bitcoin,1
4208,in bitcoin history.,1
4209,bitcoin history. https://t.co/C1sXExwEmz,1
4210,"Goodbye 30k, thanks",1
4211,"30k, thanks for",1
4212,thanks for the,1
4213,for the memories.,1
4214,the memories. #Bitcoin,1
4215,memories. #Bitcoin #Wyckoff,1
4216,#Bitcoin #Wyckoff https://t.co/ND5dnz7hJ9,1
4217,banks adding $BTC?,1
4218,adding $BTC? https://t.co/InahHsiuns,1
4219,want to give,4
4220,to give property,1
4221,give property rights,1
4222,property rights to,1
4223,rights to 5,1
4224,to 5 billion,4
4225,5 billion people,4
4226,billion people you,4
4227,people you need,4
4228,you need #Bitcoin,1
4229,need #Bitcoin to,1
4230,#Bitcoin to do,1
4231,to do it.,1
4232,do it. -,1
4233,it. - @Michael_Saylor,1
4234,- @Michael_Saylor 🙌,1
4235,@Michael_Saylor 🙌 https://t.co/8sXRMRVgJd,1
4236,New airdrop: MoonLift,1
4237,airdrop: MoonLift (MLTP),1
4238,MoonLift (MLTP) Total,1
4239,(MLTP) Total Reward:,1
4240,"Total Reward: $2,000",1
4241,"Reward: $2,000 of",1
4242,"$2,000 of MLTP",1
4243,of MLTP Rate:,1
4244,MLTP Rate: ⭐️⭐️⭐️⭐️,1
4245,Rate: ⭐️⭐️⭐️⭐️ Market:,1
4246,"⭐️⭐️⭐️⭐️ Market: Lbank,Bilaxy,Pancakeswap,Coinmarketcap",1
4247,"Market: Lbank,Bilaxy,Pancakeswap,Coinmarketcap Distribution:",1
4248,"Lbank,Bilaxy,Pancakeswap,Coinmarketcap Distribution: within",1
4249,Distribution: within a,1
4250,within a week,1
4251,a week after,1
4252,week after ends,1
4253,after ends Bot,1
4254,ends Bot Airdrop,1
4255,Bot Airdrop Link:,1
4256,Airdrop Link: https://t.co/AIjnKsTAPL,1
4257,Link: https://t.co/AIjnKsTAPL #Airdrop,1
4258,https://t.co/AIjnKsTAPL #Airdrop #Airdrops,1
4259,#Airdrop #Airdrops #Airdropinspector,1
4260,#Airdrops #Airdropinspector #BSC,1
4261,#Airdropinspector #BSC #BinanceSmartChain,1
4262,#BSC #BinanceSmartChain #Crypto,1
4263,#BinanceSmartChain #Crypto #Bitcoin,1
4264,🎁 $50 BITCOIN,1
4265,$50 BITCOIN GIVEAWAY,1
4266,BITCOIN GIVEAWAY 🎁,1
4267,GIVEAWAY 🎁 ✅,1
4268,🎁 ✅ Retweet,1
4269,✅ Retweet +,1
4270,Retweet + Like,1
4271,+ Like ✅,1
4272,Like ✅ Follow,1
4273,✅ Follow me,1
4274,Follow me &amp;,1
4275,me &amp; @Roobet,1
4276,&amp; @Roobet Join:,1
4277,@Roobet Join: https://t.co/6yaHDpEnv7,1
4278,Join: https://t.co/6yaHDpEnv7 Ends:,1
4279,https://t.co/6yaHDpEnv7 Ends: 48h,1
4280,Ends: 48h 🍀,1
4281,48h 🍀 https://t.co/A10UxDDN2X,1
4282,Nothing to talk,1
4283,to talk about🤔🤷🏽‍♀️,1
4284,talk about🤔🤷🏽‍♀️ Normal,1
4285,about🤔🤷🏽‍♀️ Normal people:,1
4286,Normal people: silence!!,1
4287,people: silence!! Twitter,1
4288,silence!! Twitter people:-,1
4289,Twitter people:- can,1
4290,people:- can you,1
4291,can you have,1
4292,you have sex,1
4293,have sex with,1
4294,sex with your,1
4295,with your boyfriends,1
4296,your boyfriends late,1
4297,boyfriends late fathers,1
4298,late fathers son🥴🤷🏽‍♀️,1
4299,fathers son🥴🤷🏽‍♀️ #liquidfytoken,1
4300,son🥴🤷🏽‍♀️ #liquidfytoken #bitcoin,1
4301,#liquidfytoken #bitcoin https://t.co/HI3cDwLjNB,1
4302,Two South African,1
4303,South African brothers,1
4304,African brothers abscond,1
4305,brothers abscond with,1
4306,abscond with $3.6,1
4307,with $3.6 billion,1
4308,$3.6 billion of,1
4309,billion of clients,1
4310,of clients #bitcoin,1
4311,clients #bitcoin on,1
4312,#bitcoin on their,1
4313,"on their platform,",1
4314,"their platform, Africrypt.",1
4315,"platform, Africrypt. What",1
4316,Africrypt. What should,1
4317,What should be,1
4318,should be done,1
4319,be done to,1
4320,done to them,1
4321,to them when,1
4322,them when caught?,1
4323,when caught? https://t.co/Eeaefdz5Tf,1
4324,I wish when,1
4325,wish when I,1
4326,when I was,1
4327,I was 21,1
4328,was 21 someone,1
4329,21 someone told,1
4330,someone told me,1
4331,told me about,1
4332,me about #Bitcoin,1
4333,about #Bitcoin and,1
4334,#Bitcoin and then,1
4335,and then explained,1
4336,then explained #diamondhands,1
4337,explained #diamondhands to,1
4338,"#diamondhands to me,",1
4339,"to me, I",1
4340,"me, I would’ve",1
4341,I would’ve been,1
4342,would’ve been all,1
4343,been all in.,1
4344,all in. Even,1
4345,in. Even if,1
4346,Even if I,1
4347,if I had,1
4348,I had simply,1
4349,had simply held,1
4350,simply held it,1
4351,held it for,1
4352,it for 5,1
4353,for 5 years,1
4354,5 years I,1
4355,years I would’ve,1
4356,I would’ve had,1
4357,would’ve had massive,1
4358,had massive gains.,1
4359,massive gains. If,1
4360,gains. If you’re,1
4361,If you’re under,1
4362,you’re under 20,1
4363,under 20 years,1
4364,20 years old,1
4365,years old right,1
4366,old right now,1
4367,right now the,1
4368,now the smartest,1
4369,the smartest thing,1
4370,smartest thing to,1
4371,thing to do,1
4372,to do is,1
4373,do is invest,1
4374,is invest in,1
4375,invest in crypto,1
4376,in crypto #dogecoin,1
4377,Central Bank digital,1
4378,Bank digital currencies,1
4379,digital currencies are,1
4380,currencies are NOT,1
4381,are NOT equivalent,1
4382,NOT equivalent to,1
4383,equivalent to #Bitcoin.,1
4384,to #Bitcoin. The,1
4385,#Bitcoin. The former,1
4386,The former centralizes,1
4387,former centralizes power,1
4388,centralizes power even,1
4389,power even more,1
4390,even more than,1
4391,more than the,1
4392,than the current,1
4393,the current fiat,1
4394,"current fiat system,",1
4395,"fiat system, creating",1
4396,"system, creating a",1
4397,creating a financial,1
4398,a financial Panopticon.,1
4399,financial Panopticon. The,1
4400,Panopticon. The latter,1
4401,The latter decentralizes,1
4402,latter decentralizes power,1
4403,decentralizes power and,1
4404,power and puts,1
4405,and puts it,1
4406,puts it in,1
4407,it in the,1
4408,in the hands,1
4409,the hands of,1
4410,hands of the,1
4411,of the people.,1
4412,今日から10日間のみビットコイン（bitcoin）を毎日プレゼントします🎁#残り6日 抽選で1名の方に 「10万円相当のBTC」,1
4413,をプレゼントします！ 応募期間 6月26日まで,1
4414,応募期間 6月26日まで 参加条件,1
4415,6月26日まで 参加条件 ・当アカウントをフォロー,1
4416,Bitcoin price. 24,1
4417,price. 24 hours,1
4418,24 hours ago:,1
4419,"hours ago: $35,000",1
4420,"ago: $35,000 12",1
4421,"$35,000 12 hours",1
4422,12 hours ago:,1
4423,"hours ago: $33,000",1
4424,"ago: $33,000 Now:",1
4425,"$33,000 Now: $32,100",1
4426,Still worried about,1
4427,about #bitcoin going,1
4428,#bitcoin going to,1
4429,going to zero?,1
4430,to zero? Relax,1
4431,zero? Relax and,1
4432,Relax and think.,1
4433,and think. It,1
4434,think. It won't.,1
4435,It won't. On,1
4436,won't. On top,1
4437,On top of,1
4438,top of many,1
4439,of many other,1
4440,"many other reasons,",1
4441,"other reasons, it",1
4442,"reasons, it is",1
4443,it is now,1
4444,is now legal,1
4445,now legal tender,1
4446,legal tender in,1
4447,tender in a,1
4448,in a few,1
4449,a few countries.,1
4450,#ElSalvador | Un,1
4451,| Un estudio,1
4452,Un estudio del,1
4453,estudio del Instituto,1
4454,del Instituto Johns,1
4455,Instituto Johns Hopkins,1
4456,Johns Hopkins pone,1
4457,Hopkins pone en,1
4458,pone en evidencia,1
4459,en evidencia que,1
4460,evidencia que el,1
4461,que el envío,1
4462,el envío de,1
4463,envío de remesas,1
4464,de remesas familiares,1
4465,remesas familiares a,1
4466,familiares a El,1
4467,a El Salvador,1
4468,El Salvador mediante,1
4469,Salvador mediante los,1
4470,mediante los cajeros,1
4471,los cajeros electrónicos,1
4472,cajeros electrónicos (ATM),1
4473,electrónicos (ATM) de,1
4474,(ATM) de bitcóin,1
4475,de bitcóin cuesta,1
4476,bitcóin cuesta el,1
4477,cuesta el doble,1
4478,el doble comparado,1
4479,doble comparado a,1
4480,comparado a los,1
4481,a los métodos,1
4482,los métodos bancarios,1
4483,métodos bancarios tradicionales.,1
4484,bancarios tradicionales. https://t.co/nGV1Eztn6x,1
4485,#Bitcoin is gonna,1
4486,is gonna bounce,1
4487,gonna bounce so,1
4488,bounce so hard,1
4489,so hard eventually,1
4490,hard eventually and,1
4491,eventually and shoot,1
4492,and shoot past,1
4493,"shoot past $65,000",1
4494,"past $65,000 and",1
4495,"$65,000 and everyone",1
4496,and everyone is,1
4497,everyone is gonna,1
4498,is gonna wish,1
4499,gonna wish they,1
4500,wish they stacked,1
4501,they stacked at,1
4502,stacked at $30K.,1
4503,"Salvadoreños y salvadoreñas,",1
4504,"y salvadoreñas, profesionales,",1
4505,"salvadoreñas, profesionales, académicos",1
4506,"profesionales, académicos de",1
4507,académicos de diversas,1
4508,de diversas ramas,1
4509,diversas ramas y,1
4510,ramas y de,1
4511,y de diversas,1
4512,de diversas posturas,1
4513,diversas posturas de,1
4514,"posturas de pensamiento,",1
4515,"de pensamiento, coincidimos",1
4516,"pensamiento, coincidimos en",1
4517,coincidimos en esto:,1
4518,en esto: la,1
4519,esto: la Ley,1
4520,la Ley Bitcoin,1
4521,Ley Bitcoin debe,1
4522,Bitcoin debe derogarse.,1
4523,debe derogarse. https://t.co/ZDLB3HGLPe,1
4524,to give joy,1
4525,give joy to,1
4526,joy to 5,1
4527,you need digital,3
4528,need digital music.,1
4529,digital music. If,1
4530,music. If you,1
4531,to give knowledge,1
4532,give knowledge to,1
4533,knowledge to 5,1
4534,need digital books.,1
4535,digital books. If,1
4536,books. If you,1
4537,to give wealth,1
4538,give wealth to,1
4539,wealth to 5,1
4540,need digital property.,1
4541,digital property. #Bitcoin,1
4542,I prefer #Bitcoin,1
4543,prefer #Bitcoin bear,1
4544,#Bitcoin bear markets,1
4545,bear markets because,1
4546,markets because the,1
4547,because the most,1
4548,the most scarce,1
4549,most scarce and,1
4550,scarce and important,1
4551,and important asset,1
4552,important asset on,1
4553,asset on earth,1
4554,on earth is,1
4555,earth is transferred,1
4556,is transferred from,1
4557,transferred from weak,1
4558,from weak hands,1
4559,weak hands interested,1
4560,hands interested in,1
4561,interested in short,1
4562,in short term,1
4563,short term speculation,1
4564,term speculation to,1
4565,speculation to strong,1
4566,to strong hands,1
4567,strong hands that,1
4568,hands that understand,1
4569,that understand what,1
4570,understand what they're,1
4571,what they're acquiring,1
4572,they're acquiring and,1
4573,acquiring and have,1
4574,and have extreme,1
4575,have extreme conviction.,1
